ID	Source	SOURCE_coord	Dest	DEST_coord	count
177	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	7403
178	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	3850
179	Milwaukee-Waukesha-West Allis, WI Metro Area	 43.0349931,-87.922497	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3632
180	Milwaukee-Waukesha-West Allis, WI Metro Area	 43.0349931,-87.922497	Madison, WI Metro Area	 43.074761,-89.3837613	4343
181	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3351
182	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Duluth, MN-WI Metro Area	 46.7729322,-92.1251218	5059
183	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Mankato-North Mankato, MN Metro Area	 44.1634663,-93.9993505	3210
184	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	St. Cloud, MN Metro Area	 45.5616075,-94.1642004	7697
185	Modesto, CA Metro Area	 37.6390972,-120.9968782	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3118
186	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	4038
187	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Knoxville, TN Metro Area	 35.9603948,-83.9210261	3028
188	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	4476
189	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	7182
190	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Baton Rouge, LA Metro Area	 30.4459596,-91.18738	6429
191	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Hammond, LA Metro Area	 41.5833658,-87.500043	3330
192	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Albany-Schenectady-Troy, NY Metro Area	 42.6511674,-73.754968	9878
193	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Allentown-Bethlehem-Easton, PA-NJ Metro Area	 40.6022059,-75.4712794	9289
194	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	11073
195	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	3096
196	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	7262
197	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Binghamton, NY Metro Area	 42.096968,-75.914341	4124
198	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	14779
199	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	12488
200	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	5051
201	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	6989
202	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	7153
203	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	5911
204	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	4511
205	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	5934
206	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Kingston, NY Metro Area	 41.9287812,-74.0023702	4860
207	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	13816
208	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	23221
209	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	4000
210	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	10986
211	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	27934
212	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	5153
213	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	3035
214	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	4860
215	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Raleigh, NC Metro Area	 35.7803977,-78.6390989	3646
216	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Richmond, VA Metro Area	 37.5407,-77.4360	3219
217	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	5231
218	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3436
219	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	8361
220	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	4167
221	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	3756
222	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Syracuse, NY Metro Area	 43.0481221,-76.1474244	4581
223	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	8279
224	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Trenton, NJ Metro Area	 40.2170575,-74.7429463	10268
225	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	3950
226	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	16307
227	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	3173
228	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	6504
229	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	3134
230	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Tulsa, OK Metro Area	 36.1556805,-95.9929113	3683
231	Olympia-Tumwater, WA Metro Area	 47.0451022,-122.8950075	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4322
232	Omaha-Council Bluffs, NE-IA Metro Area	 41.2587317,-95.9378732	Lincoln, NE Metro Area	 40.8,-96.667821	4438
233	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	6959
234	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Jacksonville, FL Metro Area	 30.3321838,-81.655651	3593
235	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	5924
236	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	9947
237	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3788
238	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	6151
239	Oshkosh-Neenah, WI Metro Area	 44.0206919,-88.5408574	Appleton, WI Metro Area	 44.2611337,-88.4067604	3180
240	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	9102
241	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	3606
242	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Allentown-Bethlehem-Easton, PA-NJ Metro Area	 40.6022059,-75.4712794	4541
243	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	3302
244	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Atlantic City-Hammonton, NJ Metro Area	 39.3642852,-74.4229351	3058
245	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	5146
246	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Dover, DE Metro Area	 39.158168,-75.5243682	3103
247	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	3809
248	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Lancaster, PA Metro Area	 40.03813,-76.3056686	3633
249	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	3693
250	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	18130
251	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	4495
252	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Reading, PA Metro Area	 40.335345,-75.9279495	4834
253	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Trenton, NJ Metro Area	 40.2170575,-74.7429463	3416
254	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	6808
255	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3417
256	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Flagstaff, AZ Metro Area	 35.199458,-111.6514259	4885
257	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	3104
258	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	6208
259	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3419
260	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	4110
261	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Prescott, AZ Metro Area	 34.5399962,-112.4687616	4274
262	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	3432
263	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3041
264	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4268
265	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Tucson, AZ Metro Area	 32.2218917,-110.9262353	11208
266	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	4056
267	Portland-South Portland, ME Metro Area	 43.6591,-70.2568	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	3320
268	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Eugene, OR Metro Area	 44.0505054,-123.0950506	3980
269	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Salem, OR Metro Area	 44.9391565,-123.033121	6172
270	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	7526
271	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	12220
272	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	7071
273	Punta Gorda, FL Metro Area	 26.9297836,-82.0453664	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	3066
274	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	3115
275	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	7537
276	Reading, PA Metro Area	 40.335345,-75.9279495	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	3265
277	Richmond, VA Metro Area	 37.5407,-77.4360	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	5905
278	Richmond, VA Metro Area	 37.5407,-77.4360	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	6462
279	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Bakersfield, CA Metro Area	 35.3738712,-119.0194639	4478
280	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	4662
281	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	49855
282	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	4018
283	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3014
284	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	13734
285	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	3109
286	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	5017
287	Rockford, IL Metro Area	 42.2713945,-89.093966	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3513
288	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5422
289	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	3613
290	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	9639
291	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3728
292	Salem, OR Metro Area	 44.9391565,-123.033121	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	7070
293	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	7035
294	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	8273
295	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	9484
296	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Corpus Christi, TX Metro Area	 27.8002542,-97.3955744	3285
297	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	6935
298	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	6741
299	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	15903
300	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	3926
301	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	22027
302	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	6005
303	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	3967
304	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	14613
305	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	5951
306	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	12836
307	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3934
308	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	18504
309	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Rosa, CA Metro Area	 38.4404,-122.7141	5594
310	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4631
311	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	8505
312	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	7176
313	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5463
314	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	4925
315	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	26128
316	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	3584
317	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3110
318	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3634
319	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	7980
320	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	3305
321	Santa Rosa, CA Metro Area	 38.4404,-122.7141	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	4275
322	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Bellingham, WA Metro Area	 48.7544012,-122.4788361	4058
323	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Bremerton-Silverdale, WA Metro Area	 47.5653663,-122.6246836	4023
324	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5060
325	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Olympia-Tumwater, WA Metro Area	 47.0451022,-122.8950075	6006
326	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	4951
327	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	6505
328	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3641
329	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	4307
330	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	3297
331	Springfield, MA Metro Area	 42.1014831,-72.589811	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	4540
332	St. Cloud, MN Metro Area	 45.5616075,-94.1642004	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	4572
333	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	4321
334	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Columbia, MO Metro Area	 38.951883,-92.3337366	3323
335	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	3069
336	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Springfield, MO Metro Area	 37.2166779,-93.2920373	4053
337	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	Modesto, CA Metro Area	 37.6390972,-120.9968782	3154
338	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3905
339	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3941
340	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	4059
341	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	4773
342	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	3811
343	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	6817
344	Trenton, NJ Metro Area	 40.2170575,-74.7429463	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	8571
345	Trenton, NJ Metro Area	 40.2170575,-74.7429463	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	4897
346	Tucson, AZ Metro Area	 32.2218917,-110.9262353	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	11508
347	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	5189
348	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3577
349	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	5798
350	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Richmond, VA Metro Area	 37.5407,-77.4360	7387
