ID	Source	SOURCE_coord	Dest	DEST_coord	count
358	Napa, CA Metro Area	 38.2975,-122.2869	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	2136
359	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	4038
360	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2219
361	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Knoxville, TN Metro Area	 35.9603948,-83.9210261	3028
362	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Memphis, TN-MS-AR Metro Area	 35.1490215,-90.0516285	2418
363	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	4476
364	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	7182
365	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2520
366	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Baton Rouge, LA Metro Area	 30.4459596,-91.18738	6429
367	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Hammond, LA Metro Area	 41.5833658,-87.500043	3330
368	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2645
369	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Albany-Schenectady-Troy, NY Metro Area	 42.6511674,-73.754968	9878
370	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Allentown-Bethlehem-Easton, PA-NJ Metro Area	 40.6022059,-75.4712794	9289
371	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	11073
372	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Atlantic City-Hammonton, NJ Metro Area	 39.3642852,-74.4229351	2581
373	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	3096
374	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	7262
375	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Binghamton, NY Metro Area	 42.096968,-75.914341	4124
376	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	14779
377	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	12488
378	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	5051
379	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	2555
380	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	6989
381	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	7153
382	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Columbus, OH Metro Area	 39.9622601,-83.0007065	2053
383	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	5911
384	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	2237
385	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	2436
386	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	2110
387	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	East Stroudsburg, PA Metro Area	 40.9995386,-75.1812913	2760
388	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	4511
389	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	5934
390	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Ithaca, NY Metro Area	 42.4396039,-76.4968019	2071
391	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Jacksonville, FL Metro Area	 30.3321838,-81.655651	2095
392	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Kingston, NY Metro Area	 41.9287812,-74.0023702	4860
393	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2199
394	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	13816
395	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	23221
396	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area	 33.6956461,-78.8900409	2294
397	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	4000
398	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	2613
399	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	10986
400	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	27934
401	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	5153
402	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	3035
403	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	2049
404	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	4860
405	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Raleigh, NC Metro Area	 35.7803977,-78.6390989	3646
406	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Richmond, VA Metro Area	 37.5407,-77.4360	3219
407	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	5231
408	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3436
409	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	8361
410	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2350
411	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	2130
412	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	4167
413	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	3756
414	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Springfield, MA Metro Area	 42.1014831,-72.589811	2092
415	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Syracuse, NY Metro Area	 43.0481221,-76.1474244	4581
416	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	8279
417	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Trenton, NJ Metro Area	 40.2170575,-74.7429463	10268
418	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Utica-Rome, NY Metro Area	 43.1009031,-75.2326641	2536
419	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Vineland-Bridgeton, NJ Metro Area	 39.473152,-75.0020265495217	2252
420	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	3950
421	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	16307
422	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2103
423	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Punta Gorda, FL Metro Area	 26.9297836,-82.0453664	2284
424	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	3173
425	Norwich-New London, CT Metro Area	 41.3557,-72.0995	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	2489
426	Ocala, FL Metro Area	 29.1924213,-82.1352047	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2642
427	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Logan, UT-ID Metro Area	 41.7313447,-111.8348631	2003
428	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	2473
429	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	6504
430	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	3134
431	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Tulsa, OK Metro Area	 36.1556805,-95.9929113	3683
432	Olympia-Tumwater, WA Metro Area	 47.0451022,-122.8950075	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4322
433	Omaha-Council Bluffs, NE-IA Metro Area	 41.2587317,-95.9378732	Lincoln, NE Metro Area	 40.8,-96.667821	4438
434	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2707
435	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	6959
436	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2008
437	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Jacksonville, FL Metro Area	 30.3321838,-81.655651	3593
438	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	5924
439	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	9947
440	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3788
441	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Ocala, FL Metro Area	 29.1924213,-82.1352047	2268
442	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	2875
443	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	6151
444	Oshkosh-Neenah, WI Metro Area	 44.0206919,-88.5408574	Appleton, WI Metro Area	 44.2611337,-88.4067604	3180
445	Oxnard-Thousand Oaks-Ventura, CA Metro Area	 34.1976308,-119.1803818	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	9102
446	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2092
447	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	3606
448	Pensacola-Ferry Pass-Brent, FL Metro Area	 30.421309,-87.2169149	Crestview-Fort Walton Beach-Destin, FL Metro Area	 30.7621326,-86.5705084	2204
449	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Allentown-Bethlehem-Easton, PA-NJ Metro Area	 40.6022059,-75.4712794	4541
450	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	3302
451	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Atlantic City-Hammonton, NJ Metro Area	 39.3642852,-74.4229351	3058
452	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	5146
453	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	2882
454	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Dover, DE Metro Area	 39.158168,-75.5243682	3103
455	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	3809
456	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Lancaster, PA Metro Area	 40.03813,-76.3056686	3633
457	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	2491
458	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	3693
459	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	18130
460	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2244
461	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	4495
462	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Reading, PA Metro Area	 40.335345,-75.9279495	4834
463	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	2458
464	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	2102
465	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	State College, PA Metro Area	 40.7944504,-77.8616386	2969
466	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Trenton, NJ Metro Area	 40.2170575,-74.7429463	3416
467	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	6808
468	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3417
469	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2891
470	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	2519
471	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Flagstaff, AZ Metro Area	 35.199458,-111.6514259	4885
472	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2397
473	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Lake Havasu City-Kingman, AZ Metro Area	 34.4838502,-114.3224495	2228
474	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	3104
475	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	6208
476	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3419
477	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	4110
478	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Prescott, AZ Metro Area	 34.5399962,-112.4687616	4274
479	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	3432
480	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3041
481	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	2476
482	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4268
483	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Sierra Vista-Douglas, AZ Metro Area	 31.5455709,-110.2772249	2816
484	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	Tucson, AZ Metro Area	 32.2218917,-110.9262353	11208
485	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2719
486	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	2100
487	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	4056
488	Portland-South Portland, ME Metro Area	 43.6591,-70.2568	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	3320
489	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Corvallis, OR Metro Area	 44.5645659,-123.2620435	2691
490	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Eugene, OR Metro Area	 44.0505054,-123.0950506	3980
491	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	2928
492	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2814
493	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Salem, OR Metro Area	 44.9391565,-123.033121	6172
494	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	7526
495	Prescott, AZ Metro Area	 34.5399962,-112.4687616	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2866
496	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	12220
497	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2442
498	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	2385
499	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	7071
500	Punta Gorda, FL Metro Area	 26.9297836,-82.0453664	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	3066
501	Racine, WI Metro Area	 42.7260523,-87.7825242	Milwaukee-Waukesha-West Allis, WI Metro Area	 43.0349931,-87.922497	2982
502	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	3115
503	Raleigh, NC Metro Area	 35.7803977,-78.6390989	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	7537
504	Reading, PA Metro Area	 40.335345,-75.9279495	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	3265
505	Reno, NV Metro Area	 39.52927,-119.8136744	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2013
506	Richmond, VA Metro Area	 37.5407,-77.4360	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	5905
507	Richmond, VA Metro Area	 37.5407,-77.4360	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	6462
508	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Bakersfield, CA Metro Area	 35.3738712,-119.0194639	4478
509	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2100
510	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	4662
511	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	49855
512	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	4018
513	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3014
514	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	13734
515	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	2669
516	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	2073
517	Rochester, MN Metro Area	 44.0234387,-92.4630182	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	2479
518	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	3109
519	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	5017
520	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	Syracuse, NY Metro Area	 43.0481221,-76.1474244	2102
521	Rockford, IL Metro Area	 42.2713945,-89.093966	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3513
522	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5422
523	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Reno, NV Metro Area	 39.52927,-119.8136744	2033
524	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	3613
525	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	9639
526	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2709
527	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3728
528	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	2523
529	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	Yuba City, CA Metro Area	 39.1404477,-121.6169108	2415
